address_id,customer_id,address_type,street_address,city,postal_code,country_id
2395,1198,SHIPPING,954 Shipping Way,Berlin,69369,JP
2396,1198,BILLING,281 Billing Ave,Chicago,94539,UK
2397,1199,SHIPPING,847 Shipping Way,Berlin,93722,DE
2398,1199,BILLING,489 Billing Ave,Toronto,19662,JP
2399,1200,SHIPPING,458 Shipping Way,Los Angeles,15383,CA
2400,1200,BILLING,985 Billing Ave,Berlin,11331,JP
2401,1201,SHIPPING,751 Shipping Way,Paris,80760,JP
2402,1201,BILLING,939 Billing Ave,London,16638,DE
2403,1202,SHIPPING,210 Shipping Way,Toronto,83876,JP
2404,1202,BILLING,671 Billing Ave,Tokyo,79946,US
2405,1203,SHIPPING,926 Shipping Way,Houston,26249,CA
2406,1203,BILLING,217 Billing Ave,Phoenix,59069,US
2407,1204,SHIPPING,350 Shipping Way,London,62181,DE
2408,1204,BILLING,682 Billing Ave,Phoenix,78479,UK
2409,1205,SHIPPING,281 Shipping Way,Los Angeles,11195,US
2410,1205,BILLING,552 Billing Ave,Los Angeles,37706,DE
2411,1206,SHIPPING,258 Shipping Way,Los Angeles,45666,US
2412,1206,BILLING,453 Billing Ave,Houston,30038,US
2413,1207,SHIPPING,506 Shipping Way,London,92041,CA
2414,1207,BILLING,621 Billing Ave,Toronto,61086,CA
2415,1208,SHIPPING,666 Shipping Way,London,24111,US
2416,1208,BILLING,594 Billing Ave,Phoenix,25858,JP
2417,1209,SHIPPING,807 Shipping Way,Berlin,37294,CA
2418,1209,BILLING,51 Billing Ave,Tokyo,64563,UK
2419,1210,SHIPPING,270 Shipping Way,Los Angeles,35720,UK
2420,1210,BILLING,446 Billing Ave,Houston,13473,UK
2421,1211,SHIPPING,367 Shipping Way,Tokyo,79456,JP
2422,1211,BILLING,220 Billing Ave,London,87259,CA
2423,1212,SHIPPING,259 Shipping Way,Tokyo,65915,US
2424,1212,BILLING,980 Billing Ave,Phoenix,30611,DE
2425,1213,SHIPPING,625 Shipping Way,London,65447,JP
2426,1213,BILLING,875 Billing Ave,Toronto,35226,UK
2427,1214,SHIPPING,242 Shipping Way,New York,62876,US
2428,1214,BILLING,400 Billing Ave,London,81327,CA
2429,1215,SHIPPING,859 Shipping Way,Tokyo,80116,US
2430,1215,BILLING,389 Billing Ave,Berlin,71729,UK
2431,1216,SHIPPING,208 Shipping Way,Toronto,53731,CA
2432,1216,BILLING,446 Billing Ave,Berlin,47170,DE
2433,1217,SHIPPING,956 Shipping Way,New York,20112,JP
2434,1217,BILLING,99 Billing Ave,Los Angeles,76434,CA
2435,1218,SHIPPING,126 Shipping Way,Tokyo,12593,CA
2436,1218,BILLING,364 Billing Ave,Paris,27149,CA
2437,1219,SHIPPING,745 Shipping Way,Berlin,85117,CA
2438,1219,BILLING,423 Billing Ave,Tokyo,94592,CA
2439,1220,SHIPPING,200 Shipping Way,London,58818,JP
2440,1220,BILLING,966 Billing Ave,Paris,52658,DE
2441,1221,SHIPPING,329 Shipping Way,Chicago,92857,CA
2442,1221,BILLING,859 Billing Ave,Houston,88801,US
2443,1222,SHIPPING,850 Shipping Way,Los Angeles,14178,DE
2444,1222,BILLING,789 Billing Ave,Paris,84183,CA
2445,1223,SHIPPING,37 Shipping Way,Tokyo,38272,CA
2446,1223,BILLING,390 Billing Ave,Houston,39307,DE
2447,1224,SHIPPING,855 Shipping Way,New York,75484,DE
2448,1224,BILLING,944 Billing Ave,Houston,82219,JP
2449,1225,SHIPPING,316 Shipping Way,Berlin,32827,DE
2450,1225,BILLING,769 Billing Ave,Los Angeles,46571,UK
2451,1226,SHIPPING,274 Shipping Way,Toronto,55564,JP
2452,1226,BILLING,409 Billing Ave,Houston,18119,DE
2453,1227,SHIPPING,875 Shipping Way,Tokyo,26454,US
2454,1227,BILLING,995 Billing Ave,London,45028,UK
2455,1228,SHIPPING,933 Shipping Way,London,86236,UK
2456,1228,BILLING,894 Billing Ave,Toronto,80105,DE
2457,1229,SHIPPING,846 Shipping Way,Chicago,72688,CA
2458,1229,BILLING,665 Billing Ave,Chicago,65669,JP
2459,1230,SHIPPING,168 Shipping Way,New York,35624,US
2460,1230,BILLING,443 Billing Ave,Paris,54386,JP
2461,1231,SHIPPING,917 Shipping Way,Phoenix,66620,US
2462,1231,BILLING,42 Billing Ave,Tokyo,73522,CA
2463,1232,SHIPPING,440 Shipping Way,Berlin,25553,DE
2464,1232,BILLING,238 Billing Ave,Toronto,34673,UK
2465,1233,SHIPPING,179 Shipping Way,Berlin,69056,JP
2466,1233,BILLING,543 Billing Ave,Los Angeles,66949,UK
2467,1234,SHIPPING,848 Shipping Way,Tokyo,20117,US
2468,1234,BILLING,335 Billing Ave,New York,12944,DE
2469,1235,SHIPPING,530 Shipping Way,Chicago,58491,UK
2470,1235,BILLING,782 Billing Ave,Tokyo,77748,DE
2471,1236,SHIPPING,751 Shipping Way,Toronto,61790,US
2472,1236,BILLING,560 Billing Ave,New York,78518,DE
2473,1237,SHIPPING,475 Shipping Way,Houston,82967,DE
2474,1237,BILLING,402 Billing Ave,Tokyo,34808,UK
2475,1238,SHIPPING,365 Shipping Way,Houston,12299,CA
2476,1238,BILLING,144 Billing Ave,Houston,69980,US
2477,1239,SHIPPING,365 Shipping Way,Chicago,11684,UK
2478,1239,BILLING,599 Billing Ave,London,38513,UK
2479,1240,SHIPPING,400 Shipping Way,Houston,58843,US
2480,1240,BILLING,584 Billing Ave,Berlin,24723,US
2481,1241,SHIPPING,172 Shipping Way,Tokyo,63751,US
2482,1241,BILLING,440 Billing Ave,London,55720,US
2483,1242,SHIPPING,830 Shipping Way,Tokyo,16970,UK
2484,1242,BILLING,738 Billing Ave,Berlin,92995,CA
2485,1243,SHIPPING,603 Shipping Way,Houston,98419,UK
2486,1243,BILLING,348 Billing Ave,Tokyo,15168,CA
2487,1244,SHIPPING,483 Shipping Way,Berlin,43349,JP
2488,1244,BILLING,862 Billing Ave,Phoenix,87470,US
2489,1245,SHIPPING,799 Shipping Way,Houston,62363,DE
2490,1245,BILLING,251 Billing Ave,Phoenix,59982,US
2491,1246,SHIPPING,609 Shipping Way,Houston,33090,DE
2492,1246,BILLING,365 Billing Ave,Chicago,48116,US
2493,1247,SHIPPING,993 Shipping Way,Phoenix,27249,US
2494,1247,BILLING,518 Billing Ave,Chicago,55568,DE
2495,1248,SHIPPING,199 Shipping Way,Houston,95400,US
2496,1248,BILLING,546 Billing Ave,Phoenix,35722,UK
2497,1249,SHIPPING,879 Shipping Way,Chicago,23377,DE
2498,1249,BILLING,860 Billing Ave,Chicago,47616,US
2499,1250,SHIPPING,950 Shipping Way,Houston,79272,US
2500,1250,BILLING,808 Billing Ave,Chicago,84196,UK
2501,1251,SHIPPING,280 Shipping Way,Chicago,41271,JP
2502,1251,BILLING,501 Billing Ave,Toronto,35220,CA
2503,1252,SHIPPING,620 Shipping Way,Toronto,31787,CA
2504,1252,BILLING,197 Billing Ave,Paris,15352,CA
2505,1253,SHIPPING,964 Shipping Way,New York,13994,US
2506,1253,BILLING,906 Billing Ave,Paris,58234,CA
2507,1254,SHIPPING,329 Shipping Way,Toronto,65192,CA
2508,1254,BILLING,59 Billing Ave,Los Angeles,12285,JP
2509,1255,SHIPPING,160 Shipping Way,Phoenix,79606,JP
2510,1255,BILLING,322 Billing Ave,Toronto,42060,CA
2511,1256,SHIPPING,743 Shipping Way,Paris,35779,UK
2512,1256,BILLING,347 Billing Ave,London,30707,UK
2513,1257,SHIPPING,615 Shipping Way,Chicago,33848,JP
2514,1257,BILLING,574 Billing Ave,Paris,30917,CA
2515,1258,SHIPPING,673 Shipping Way,Los Angeles,63874,UK
2516,1258,BILLING,105 Billing Ave,Tokyo,45276,DE
2517,1259,SHIPPING,985 Shipping Way,New York,36918,US
2518,1259,BILLING,537 Billing Ave,Tokyo,51111,US
2519,1260,SHIPPING,159 Shipping Way,Berlin,86605,UK
2520,1260,BILLING,102 Billing Ave,New York,79628,CA
2521,1261,SHIPPING,899 Shipping Way,Toronto,86605,US
2522,1261,BILLING,246 Billing Ave,Paris,47248,US
2523,1262,SHIPPING,984 Shipping Way,Paris,96769,UK
2524,1262,BILLING,873 Billing Ave,Toronto,29944,CA
2525,1263,SHIPPING,463 Shipping Way,Los Angeles,51013,UK
2526,1263,BILLING,88 Billing Ave,Houston,78179,US
2527,1264,SHIPPING,639 Shipping Way,New York,23778,JP
2528,1264,BILLING,393 Billing Ave,Berlin,58113,UK
2529,1265,SHIPPING,798 Shipping Way,Paris,87292,DE
2530,1265,BILLING,899 Billing Ave,Houston,53479,CA
2531,1266,SHIPPING,572 Shipping Way,New York,80405,US
2532,1266,BILLING,542 Billing Ave,Tokyo,48442,US
2533,1267,SHIPPING,469 Shipping Way,Los Angeles,98186,CA
2534,1267,BILLING,189 Billing Ave,Los Angeles,54283,DE
2535,1268,SHIPPING,373 Shipping Way,Paris,86617,JP
2536,1268,BILLING,832 Billing Ave,Chicago,35622,US
2537,1269,SHIPPING,907 Shipping Way,Tokyo,17044,DE
2538,1269,BILLING,301 Billing Ave,Paris,17883,US
2539,1270,SHIPPING,266 Shipping Way,New York,77709,US
2540,1270,BILLING,111 Billing Ave,Phoenix,69023,UK
2541,1271,SHIPPING,494 Shipping Way,Toronto,19947,UK
2542,1271,BILLING,723 Billing Ave,New York,15759,DE
2543,1272,SHIPPING,635 Shipping Way,Los Angeles,65363,CA
2544,1272,BILLING,797 Billing Ave,Houston,59205,DE
2545,1273,SHIPPING,351 Shipping Way,Tokyo,98406,JP
2546,1273,BILLING,725 Billing Ave,Los Angeles,77855,CA
2547,1274,SHIPPING,926 Shipping Way,Los Angeles,55936,CA
2548,1274,BILLING,637 Billing Ave,London,83610,DE
2549,1275,SHIPPING,951 Shipping Way,Houston,15689,US
2550,1275,BILLING,492 Billing Ave,Los Angeles,91146,JP
2551,1276,SHIPPING,436 Shipping Way,Paris,86974,UK
2552,1276,BILLING,820 Billing Ave,Berlin,66400,JP
2553,1277,SHIPPING,871 Shipping Way,Berlin,61954,UK
2554,1277,BILLING,491 Billing Ave,Phoenix,63362,JP
2555,1278,SHIPPING,523 Shipping Way,Paris,45444,DE
2556,1278,BILLING,980 Billing Ave,Phoenix,89645,UK
2557,1279,SHIPPING,791 Shipping Way,Houston,68500,CA
2558,1279,BILLING,561 Billing Ave,Chicago,91877,JP
2559,1280,SHIPPING,619 Shipping Way,Paris,22146,CA
2560,1280,BILLING,292 Billing Ave,Chicago,34695,DE
2561,1281,SHIPPING,780 Shipping Way,New York,79149,DE
2562,1281,BILLING,701 Billing Ave,Toronto,17924,UK
2563,1282,SHIPPING,220 Shipping Way,Phoenix,62534,UK
2564,1282,BILLING,604 Billing Ave,Houston,75412,CA
2565,1283,SHIPPING,380 Shipping Way,New York,28720,UK
2566,1283,BILLING,806 Billing Ave,Berlin,23854,CA
2567,1284,SHIPPING,240 Shipping Way,Phoenix,17140,UK
2568,1284,BILLING,186 Billing Ave,Houston,24280,JP
2569,1285,SHIPPING,592 Shipping Way,Tokyo,63560,UK
2570,1285,BILLING,767 Billing Ave,Chicago,19519,DE
2571,1286,SHIPPING,420 Shipping Way,Paris,95032,JP
2572,1286,BILLING,363 Billing Ave,Phoenix,60135,JP
2573,1287,SHIPPING,465 Shipping Way,Tokyo,26690,CA
2574,1287,BILLING,614 Billing Ave,Paris,62491,CA
2575,1288,SHIPPING,37 Shipping Way,Houston,48924,DE
2576,1288,BILLING,744 Billing Ave,Chicago,42370,UK
2577,1289,SHIPPING,367 Shipping Way,Tokyo,18497,UK
2578,1289,BILLING,453 Billing Ave,New York,86975,CA
2579,1290,SHIPPING,611 Shipping Way,Houston,87309,DE
2580,1290,BILLING,34 Billing Ave,New York,25300,UK
2581,1291,SHIPPING,722 Shipping Way,Toronto,73482,CA
2582,1291,BILLING,250 Billing Ave,New York,41658,JP
2583,1292,SHIPPING,642 Shipping Way,Los Angeles,41797,UK
2584,1292,BILLING,426 Billing Ave,Houston,45769,CA
2585,1293,SHIPPING,832 Shipping Way,London,50907,JP
2586,1293,BILLING,506 Billing Ave,Houston,81151,DE
2587,1294,SHIPPING,822 Shipping Way,London,43225,UK
2588,1294,BILLING,670 Billing Ave,Toronto,88975,UK
2589,1295,SHIPPING,384 Shipping Way,Los Angeles,25665,JP
2590,1295,BILLING,17 Billing Ave,Los Angeles,84090,DE
2591,1296,SHIPPING,421 Shipping Way,Los Angeles,24928,CA
2592,1296,BILLING,708 Billing Ave,Paris,42786,CA
2593,1297,SHIPPING,777 Shipping Way,Berlin,76057,CA
2594,1297,BILLING,967 Billing Ave,Berlin,88317,JP
2595,1298,SHIPPING,997 Shipping Way,Paris,12956,CA
2596,1298,BILLING,27 Billing Ave,Los Angeles,27008,JP
2597,1299,SHIPPING,188 Shipping Way,Tokyo,89845,JP
2598,1299,BILLING,946 Billing Ave,New York,31588,US
2599,1300,SHIPPING,627 Shipping Way,Chicago,57004,DE
2600,1300,BILLING,507 Billing Ave,Toronto,13576,CA
2601,1301,SHIPPING,929 Shipping Way,Tokyo,81727,UK
2602,1301,BILLING,178 Billing Ave,Paris,27043,CA
2603,1302,SHIPPING,778 Shipping Way,New York,23558,US
2604,1302,BILLING,90 Billing Ave,Chicago,75657,US
2605,1303,SHIPPING,211 Shipping Way,Toronto,47477,US
2606,1303,BILLING,802 Billing Ave,Phoenix,27775,UK
2607,1304,SHIPPING,655 Shipping Way,Paris,40870,UK
2608,1304,BILLING,248 Billing Ave,Houston,45553,CA
2609,1305,SHIPPING,573 Shipping Way,Chicago,87922,JP
2610,1305,BILLING,940 Billing Ave,Toronto,94205,US
2611,1306,SHIPPING,600 Shipping Way,Los Angeles,95765,US
2612,1306,BILLING,159 Billing Ave,London,88435,US
2613,1307,SHIPPING,411 Shipping Way,New York,22327,US
2614,1307,BILLING,53 Billing Ave,Berlin,29426,DE
2615,1308,SHIPPING,484 Shipping Way,Paris,50571,DE
2616,1308,BILLING,190 Billing Ave,New York,48685,CA
2617,1309,SHIPPING,763 Shipping Way,Tokyo,83741,DE
2618,1309,BILLING,961 Billing Ave,Houston,88919,CA
2619,1310,SHIPPING,392 Shipping Way,New York,52387,CA
2620,1310,BILLING,84 Billing Ave,Paris,29399,JP
2621,1311,SHIPPING,485 Shipping Way,New York,24098,JP
2622,1311,BILLING,769 Billing Ave,Chicago,78322,DE
2623,1312,SHIPPING,580 Shipping Way,New York,11006,US
2624,1312,BILLING,648 Billing Ave,New York,36257,JP
2625,1313,SHIPPING,595 Shipping Way,Houston,27374,DE
2626,1313,BILLING,637 Billing Ave,New York,35576,DE
2627,1314,SHIPPING,131 Shipping Way,London,24014,CA
2628,1314,BILLING,33 Billing Ave,Phoenix,53150,JP
2629,1315,SHIPPING,554 Shipping Way,Toronto,91272,UK
2630,1315,BILLING,575 Billing Ave,Berlin,22328,UK
2631,1316,SHIPPING,644 Shipping Way,Berlin,90494,UK
2632,1316,BILLING,405 Billing Ave,Phoenix,37310,DE
2633,1317,SHIPPING,423 Shipping Way,Tokyo,32722,JP
2634,1317,BILLING,309 Billing Ave,Phoenix,66643,CA
2635,1318,SHIPPING,503 Shipping Way,Toronto,99103,JP
2636,1318,BILLING,758 Billing Ave,Toronto,69568,US
2637,1319,SHIPPING,691 Shipping Way,Berlin,93078,CA
2638,1319,BILLING,83 Billing Ave,Los Angeles,47884,UK
2639,1320,SHIPPING,29 Shipping Way,Chicago,79655,US
2640,1320,BILLING,239 Billing Ave,Los Angeles,43038,US
2641,1321,SHIPPING,614 Shipping Way,Chicago,57250,US
2642,1321,BILLING,480 Billing Ave,New York,14784,UK
2643,1322,SHIPPING,218 Shipping Way,New York,36611,UK
2644,1322,BILLING,751 Billing Ave,Paris,71916,JP
2645,1323,SHIPPING,723 Shipping Way,Los Angeles,87128,JP
2646,1323,BILLING,81 Billing Ave,Chicago,72040,US
2647,1324,SHIPPING,48 Shipping Way,Los Angeles,33834,DE
2648,1324,BILLING,768 Billing Ave,Houston,11943,US
2649,1325,SHIPPING,115 Shipping Way,Tokyo,70814,US
2650,1325,BILLING,949 Billing Ave,London,38791,DE
2651,1326,SHIPPING,843 Shipping Way,Phoenix,50326,DE
2652,1326,BILLING,591 Billing Ave,Los Angeles,71037,US
2653,1327,SHIPPING,785 Shipping Way,Houston,85620,CA
2654,1327,BILLING,265 Billing Ave,New York,73312,US
2655,1328,SHIPPING,846 Shipping Way,London,42416,US
2656,1328,BILLING,535 Billing Ave,Houston,98608,DE
2657,1329,SHIPPING,160 Shipping Way,New York,66931,CA
2658,1329,BILLING,219 Billing Ave,Paris,48142,CA
2659,1330,SHIPPING,700 Shipping Way,Paris,95981,US
2660,1330,BILLING,812 Billing Ave,Houston,48046,DE
2661,1331,SHIPPING,820 Shipping Way,Los Angeles,29631,DE
2662,1331,BILLING,989 Billing Ave,Toronto,90721,US
2663,1332,SHIPPING,60 Shipping Way,London,27660,DE
2664,1332,BILLING,645 Billing Ave,London,49740,DE
2665,1333,SHIPPING,777 Shipping Way,Paris,94265,JP
2666,1333,BILLING,541 Billing Ave,New York,31721,JP
2667,1334,SHIPPING,756 Shipping Way,Paris,14517,DE
2668,1334,BILLING,368 Billing Ave,Los Angeles,40205,CA
2669,1335,SHIPPING,781 Shipping Way,Berlin,47679,DE
2670,1335,BILLING,310 Billing Ave,Phoenix,83533,JP
2671,1336,SHIPPING,959 Shipping Way,London,87426,US
2672,1336,BILLING,789 Billing Ave,Los Angeles,98863,CA
2673,1337,SHIPPING,835 Shipping Way,Phoenix,60557,US
2674,1337,BILLING,674 Billing Ave,New York,69066,UK
2675,1338,SHIPPING,441 Shipping Way,Phoenix,28962,US
2676,1338,BILLING,584 Billing Ave,Chicago,11286,JP
2677,1339,SHIPPING,894 Shipping Way,Phoenix,50807,DE
2678,1339,BILLING,847 Billing Ave,Tokyo,91448,CA
2679,1340,SHIPPING,573 Shipping Way,London,67739,CA
2680,1340,BILLING,126 Billing Ave,Tokyo,70134,US
2681,1341,SHIPPING,739 Shipping Way,Paris,11044,DE
2682,1341,BILLING,890 Billing Ave,Los Angeles,13741,CA
2683,1342,SHIPPING,819 Shipping Way,Houston,27956,CA
2684,1342,BILLING,723 Billing Ave,Phoenix,23070,DE
2685,1343,SHIPPING,193 Shipping Way,London,57415,DE
2686,1343,BILLING,438 Billing Ave,Berlin,85730,UK
2687,1344,SHIPPING,989 Shipping Way,Tokyo,19549,JP
2688,1344,BILLING,457 Billing Ave,Chicago,52114,JP
2689,1345,SHIPPING,718 Shipping Way,Los Angeles,19845,US
2690,1345,BILLING,147 Billing Ave,Toronto,34610,US
2691,1346,SHIPPING,211 Shipping Way,Toronto,56625,CA
2692,1346,BILLING,611 Billing Ave,Paris,98493,JP
2693,1347,SHIPPING,872 Shipping Way,New York,57075,CA
2694,1347,BILLING,159 Billing Ave,Houston,89419,DE
2695,1348,SHIPPING,464 Shipping Way,London,76660,JP
2696,1348,BILLING,254 Billing Ave,Tokyo,66521,JP
2697,1349,SHIPPING,354 Shipping Way,Phoenix,88465,US
2698,1349,BILLING,180 Billing Ave,Paris,91784,JP
2699,1350,SHIPPING,843 Shipping Way,Toronto,15764,JP
2700,1350,BILLING,784 Billing Ave,Los Angeles,51795,DE
2701,1351,SHIPPING,123 Shipping Way,Phoenix,56640,UK
2702,1351,BILLING,924 Billing Ave,Tokyo,53246,UK
2703,1352,SHIPPING,10 Shipping Way,Tokyo,97006,DE
2704,1352,BILLING,562 Billing Ave,Phoenix,83517,US
2705,1353,SHIPPING,475 Shipping Way,Paris,88929,CA
2706,1353,BILLING,336 Billing Ave,Berlin,89660,JP
2707,1354,SHIPPING,497 Shipping Way,Berlin,83539,CA
2708,1354,BILLING,538 Billing Ave,Los Angeles,66721,JP
2709,1355,SHIPPING,282 Shipping Way,Toronto,70620,JP
2710,1355,BILLING,244 Billing Ave,Tokyo,65050,UK
2711,1356,SHIPPING,923 Shipping Way,Tokyo,43530,JP
2712,1356,BILLING,328 Billing Ave,Houston,15862,UK
2713,1357,SHIPPING,799 Shipping Way,Paris,73762,DE
2714,1357,BILLING,335 Billing Ave,London,78396,DE
2715,1358,SHIPPING,685 Shipping Way,Houston,69994,US
2716,1358,BILLING,494 Billing Ave,Paris,50403,DE
2717,1359,SHIPPING,390 Shipping Way,Houston,54109,JP
2718,1359,BILLING,523 Billing Ave,Toronto,77314,US
2719,1360,SHIPPING,603 Shipping Way,Houston,52747,US
2720,1360,BILLING,992 Billing Ave,Paris,59091,DE
2721,1361,SHIPPING,375 Shipping Way,Chicago,59856,JP
2722,1361,BILLING,469 Billing Ave,Tokyo,82516,UK
2723,1362,SHIPPING,336 Shipping Way,Tokyo,33634,US
2724,1362,BILLING,95 Billing Ave,Paris,26315,US
2725,1363,SHIPPING,279 Shipping Way,Toronto,99232,CA
2726,1363,BILLING,110 Billing Ave,Los Angeles,74330,CA
2727,1364,SHIPPING,34 Shipping Way,London,74462,US
2728,1364,BILLING,436 Billing Ave,Los Angeles,90927,US
2729,1365,SHIPPING,42 Shipping Way,Chicago,35258,DE
2730,1365,BILLING,777 Billing Ave,Los Angeles,23709,CA
2731,1366,SHIPPING,820 Shipping Way,Berlin,80028,JP
2732,1366,BILLING,417 Billing Ave,Phoenix,78170,DE
2733,1367,SHIPPING,164 Shipping Way,Berlin,50333,JP
2734,1367,BILLING,979 Billing Ave,Houston,96459,JP
2735,1368,SHIPPING,215 Shipping Way,Phoenix,39677,UK
2736,1368,BILLING,621 Billing Ave,London,23664,CA
2737,1369,SHIPPING,675 Shipping Way,Tokyo,29181,UK
2738,1369,BILLING,134 Billing Ave,Los Angeles,50249,JP
2739,1370,SHIPPING,689 Shipping Way,Toronto,75364,JP
2740,1370,BILLING,33 Billing Ave,Paris,61518,DE
2741,1371,SHIPPING,314 Shipping Way,Phoenix,10354,UK
2742,1371,BILLING,181 Billing Ave,Houston,87759,UK
2743,1372,SHIPPING,709 Shipping Way,Chicago,18883,UK
2744,1372,BILLING,447 Billing Ave,Los Angeles,87644,CA
2745,1373,SHIPPING,82 Shipping Way,Tokyo,49204,JP
2746,1373,BILLING,604 Billing Ave,Phoenix,65261,DE
2747,1374,SHIPPING,844 Shipping Way,Paris,67879,UK
2748,1374,BILLING,37 Billing Ave,Paris,44051,US
2749,1375,SHIPPING,871 Shipping Way,Paris,66727,DE
2750,1375,BILLING,35 Billing Ave,Houston,71102,UK
2751,1376,SHIPPING,841 Shipping Way,New York,58037,UK
2752,1376,BILLING,197 Billing Ave,Los Angeles,40379,CA
2753,1377,SHIPPING,327 Shipping Way,Tokyo,47166,JP
2754,1377,BILLING,218 Billing Ave,Phoenix,71073,UK
2755,1378,SHIPPING,573 Shipping Way,Los Angeles,26761,UK
2756,1378,BILLING,779 Billing Ave,New York,96609,JP
2757,1379,SHIPPING,105 Shipping Way,Paris,28486,UK
2758,1379,BILLING,451 Billing Ave,Chicago,12621,DE
2759,1380,SHIPPING,245 Shipping Way,London,50623,UK
2760,1380,BILLING,453 Billing Ave,Chicago,22949,US
2761,1381,SHIPPING,247 Shipping Way,Los Angeles,91913,UK
2762,1381,BILLING,78 Billing Ave,Toronto,96828,JP
2763,1382,SHIPPING,676 Shipping Way,Tokyo,25651,US
2764,1382,BILLING,120 Billing Ave,Tokyo,89580,JP
2765,1383,SHIPPING,608 Shipping Way,Houston,63873,DE
2766,1383,BILLING,481 Billing Ave,Tokyo,54535,DE
2767,1384,SHIPPING,718 Shipping Way,New York,52238,DE
2768,1384,BILLING,397 Billing Ave,Toronto,77730,US
2769,1385,SHIPPING,925 Shipping Way,Los Angeles,10892,US
2770,1385,BILLING,598 Billing Ave,Berlin,78888,US
2771,1386,SHIPPING,293 Shipping Way,Los Angeles,90609,DE
2772,1386,BILLING,630 Billing Ave,New York,48400,DE
2773,1387,SHIPPING,123 Shipping Way,Toronto,76185,UK
2774,1387,BILLING,371 Billing Ave,Phoenix,47270,US
2775,1388,SHIPPING,192 Shipping Way,Houston,19506,JP
2776,1388,BILLING,302 Billing Ave,Toronto,10633,JP
2777,1389,SHIPPING,74 Shipping Way,Paris,15009,UK
2778,1389,BILLING,908 Billing Ave,Houston,65881,JP
2779,1390,SHIPPING,555 Shipping Way,Tokyo,62145,US
2780,1390,BILLING,512 Billing Ave,Tokyo,91871,CA
2781,1391,SHIPPING,997 Shipping Way,Houston,95859,CA
2782,1391,BILLING,770 Billing Ave,Chicago,47561,JP
2783,1392,SHIPPING,774 Shipping Way,New York,97698,CA
2784,1392,BILLING,940 Billing Ave,New York,25500,US
2785,1393,SHIPPING,510 Shipping Way,Berlin,30637,US
2786,1393,BILLING,325 Billing Ave,Phoenix,10916,UK
2787,1394,SHIPPING,615 Shipping Way,Berlin,93985,DE
2788,1394,BILLING,410 Billing Ave,Houston,54784,UK
2789,1395,SHIPPING,703 Shipping Way,Toronto,37287,UK
2790,1395,BILLING,984 Billing Ave,Tokyo,11691,CA
2791,1396,SHIPPING,74 Shipping Way,Paris,14227,UK
2792,1396,BILLING,779 Billing Ave,Tokyo,75366,DE
2793,1397,SHIPPING,666 Shipping Way,London,59133,CA
2794,1397,BILLING,426 Billing Ave,London,97192,US
2795,1398,SHIPPING,111 Shipping Way,New York,43757,UK
2796,1398,BILLING,28 Billing Ave,London,57519,DE
2797,1399,SHIPPING,682 Shipping Way,Los Angeles,28323,DE
2798,1399,BILLING,968 Billing Ave,Los Angeles,74806,DE
2799,1400,SHIPPING,400 Shipping Way,London,77464,US
2800,1400,BILLING,172 Billing Ave,Houston,94977,DE
2801,1401,SHIPPING,141 Shipping Way,Paris,69785,US
2802,1401,BILLING,590 Billing Ave,New York,29349,DE
2803,1402,SHIPPING,830 Shipping Way,Chicago,56570,US
2804,1402,BILLING,399 Billing Ave,Chicago,57625,UK
2805,1403,SHIPPING,504 Shipping Way,New York,42791,US
2806,1403,BILLING,472 Billing Ave,Houston,26230,DE
2807,1404,SHIPPING,556 Shipping Way,Houston,12218,JP
2808,1404,BILLING,608 Billing Ave,Houston,94002,JP
2809,1405,SHIPPING,266 Shipping Way,Chicago,17059,UK
2810,1405,BILLING,974 Billing Ave,Phoenix,25842,UK
2811,1406,SHIPPING,719 Shipping Way,New York,79077,UK
2812,1406,BILLING,17 Billing Ave,Paris,96648,JP
2813,1407,SHIPPING,502 Shipping Way,Chicago,93436,JP
2814,1407,BILLING,501 Billing Ave,New York,55013,CA
2815,1408,SHIPPING,718 Shipping Way,London,85897,JP
2816,1408,BILLING,388 Billing Ave,Tokyo,19058,UK
2817,1409,SHIPPING,446 Shipping Way,London,74623,JP
2818,1409,BILLING,102 Billing Ave,Chicago,75221,UK
2819,1410,SHIPPING,101 Shipping Way,Houston,91561,UK
2820,1410,BILLING,774 Billing Ave,Berlin,28521,CA
2821,1411,SHIPPING,727 Shipping Way,Los Angeles,16176,DE
2822,1411,BILLING,427 Billing Ave,Tokyo,79422,JP
2823,1412,SHIPPING,77 Shipping Way,Phoenix,80457,CA
2824,1412,BILLING,479 Billing Ave,Chicago,98866,CA
2825,1413,SHIPPING,950 Shipping Way,Paris,95893,UK
2826,1413,BILLING,581 Billing Ave,New York,46832,CA
2827,1414,SHIPPING,794 Shipping Way,Chicago,42638,DE
2828,1414,BILLING,996 Billing Ave,Houston,26949,US
2829,1415,SHIPPING,599 Shipping Way,New York,44143,DE
2830,1415,BILLING,612 Billing Ave,Phoenix,49288,DE
2831,1416,SHIPPING,201 Shipping Way,Toronto,23112,JP
2832,1416,BILLING,849 Billing Ave,New York,37824,JP
2833,1417,SHIPPING,543 Shipping Way,Tokyo,84203,UK
2834,1417,BILLING,806 Billing Ave,Tokyo,68656,UK
2835,1418,SHIPPING,101 Shipping Way,Chicago,98295,UK
2836,1418,BILLING,958 Billing Ave,London,31795,US
2837,1419,SHIPPING,246 Shipping Way,Tokyo,62621,JP
